N,P,K,temperature,humidity,ph,rainfall,label
72.0,45.0,35.0,25.42977518,82.94682591,5.758506323,195.3574542,rice
61.0,53.0,43.0,26.40323239,81.05635517,6.349606327,223.3671883,rice
67.0,43.0,39.0,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
67.0,58.0,39.0,25.2827223,80.54372813,5.453592032,220.1156708,rice
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,rice
84.0,50.0,44.0,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
81.0,53.0,42.0,23.67575393,81.03569343,5.17782304,233.7034975,rice
91.0,50.0,40.0,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
93.0,53.0,38.0,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
90.0,44.0,38.0,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
81.0,45.0,35.0,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,rice
60.0,51.0,36.0,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
88.0,46.0,42.0,22.68319059,83.46358271,6.604993475,194.2651719,rice
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222000001,295.9248796,rice
60.0,55.0,45.0,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice
78.0,35.0,44.0,26.54348085,84.67353597,7.072655622,183.6222657,rice
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,188.413665,rice
71.0,54.0,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
61.0,44.0,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,maize
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,maize
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,maize
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,maize
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,maize
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
76.0,44.0,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,maize
90.0,49.0,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
62.0,52.0,16.0,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,maize
66.0,54.0,21.0,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
63.0,58.0,22.0,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
70.0,47.0,17.0,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
66.0,53.0,19.0,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,maize
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,maize
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,maize
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,maize
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,maize
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,maize
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,102.4852929,maize
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,maize
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,maize
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,maize
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,maize
64.0,35.0,23.0,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,maize
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,maize
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,maize
98.0,35.0,18.0,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,maize
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,maize
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,maize
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,maize
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,maize
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,maize
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,maize
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,91.26056654,maize
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,maize
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,maize
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,maize
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,maize
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,maize
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,maize
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,maize
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,maize
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,maize
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,maize
66.0,44.0,20.0,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,maize
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,maize
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,maize
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,maize
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,maize
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,maize
81.0,45.0,23.0,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
73.0,45.0,21.0,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,maize
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,maize
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,maize
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,maize
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,maize
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,maize
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,maize
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,maize
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,maize
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,maize
63.0,42.0,21.0,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,maize
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,103.2234212,maize
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,maize
60.0,57.0,24.0,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
71.0,52.0,18.0,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,maize
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
65.0,60.0,22.0,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,maize
78.0,58.0,15.0,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,69.93293255,maize
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,108.5054416,maize
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,78.96159541,maize
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,maize
87.0,48.0,25.0,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,maize
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,maize
67.0,35.0,22.0,23.30546753,63.24648023,6.385684213999999,108.7603001,maize
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,70.23401597,maize
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,65.50861389,maize
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,maize
40.0,72.0,77.0,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
39.0,58.0,85.0,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea
22.0,72.0,85.0,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
36.0,67.0,77.0,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea
32.0,73.0,81.0,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea
58.0,70.0,84.0,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea
59.0,70.0,84.0,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
42.0,62.0,75.0,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
28.0,74.0,81.0,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
58.0,63.0,81.0,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea
23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
28.0,72.0,84.0,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea
50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
60.0,68.0,83.0,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
59.0,62.0,83.0,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
59.0,60.0,84.0,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea
54.0,77.0,85.0,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,chickpea
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
32.0,60.0,83.0,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
31.0,79.0,75.0,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
57.0,58.0,77.0,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,81.70769297,chickpea
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,chickpea
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
59.0,55.0,79.0,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
57.0,68.0,81.0,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
35.0,64.0,78.0,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,chickpea
43.0,79.0,79.0,19.40751744,18.98030507,7.8067476560000015,80.25064637,chickpea
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
29.0,77.0,75.0,17.50361137,15.48083156,7.778591617999999,72.9446671,chickpea
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
56.0,67.0,78.0,17.57445618,16.71826572,8.255450758,77.81891424,chickpea
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
52.0,73.0,79.0,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232000001,68.97806542,chickpea
52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,chickpea
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
27.0,79.0,82.0,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
32.0,71.0,85.0,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,chickpea
33.0,75.0,84.0,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,chickpea
53.0,73.0,77.0,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
45.0,61.0,78.0,19.48649305,16.06240074,6.489389282,81.52842690000001,chickpea
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
30.0,75.0,81.0,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
37.0,55.0,82.0,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
22.0,60.0,85.0,18.8392908,14.74071856,7.811997977000001,94.78189594,chickpea
60.0,61.0,78.0,20.71219282,19.83643308,6.317153205,94.03659867,chickpea
42.0,67.0,77.0,18.99424448,15.9362937,7.114405288,78.69707199,chickpea
39.0,76.0,76.0,19.96837462,15.57324389,8.135900726000001,69.15759062,chickpea
35.0,63.0,76.0,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
30.0,65.0,82.0,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
36.0,56.0,83.0,18.89780215,19.76182946,7.4526709,69.09512477,chickpea
40.0,58.0,75.0,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
13.0,60.0,25.0,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
25.0,70.0,16.0,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
31.0,55.0,22.0,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
40.0,64.0,16.0,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
26.0,65.0,22.0,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans
17.0,57.0,21.0,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
17.0,59.0,17.0,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans
27.0,59.0,22.0,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
28.0,58.0,24.0,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
25.0,57.0,19.0,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
28.0,80.0,17.0,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
12.0,78.0,23.0,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
22.0,79.0,17.0,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
27.0,80.0,15.0,19.07096165,21.21092266,5.7883869510000014,86.21917578,kidneybeans
10.0,55.0,23.0,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
23.0,65.0,20.0,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
19.0,78.0,16.0,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
19.0,65.0,25.0,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
22.0,70.0,19.0,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
37.0,64.0,22.0,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
11.0,71.0,17.0,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
18.0,79.0,20.0,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
21.0,63.0,17.0,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
24.0,80.0,22.0,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
34.0,60.0,22.0,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
16.0,75.0,21.0,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans
17.0,77.0,23.0,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
37.0,72.0,18.0,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
9.0,77.0,17.0,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
1.0,62.0,23.0,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
33.0,59.0,22.0,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
23.0,59.0,19.0,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
6.0,62.0,22.0,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
25.0,63.0,20.0,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
7.0,79.0,23.0,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans
8.0,72.0,17.0,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans
